thresh,precision,recall
0.1,0.8031914893617021,0.44542772861356933
0.2,0.5053191489361702,0.33568904593639576
0.3,0.32978723404255317,0.248
0.4,0.16489361702127658,0.1415525114155251
0.5,0.07446808510638298,0.06930693069306931
0.6,0.026595744680851064,0.025906735751295335
0.7,0.005319148936170213,0.005291005291005291
0.8,0.0,0.0
0.9,0.0,0.0
